run_id,as_of,horizon_months,benchmark_id,num_assets,num_views,tau,risk_aversion_delta,covariance_method,return_basis,prior_return_json,posterior_return_json,active_weight_suggestion_json,status,created_at,notes
20260430_6m_GSMIF_SAMPLE_POLICY,2026-04-30,6,GSMIF_SAMPLE_POLICY,40,10,0.05,2.5,shrunk_sample,active_return_vs_benchmark,"{""ACWI"":0.01659754,""AGG"":0.00530236,""BIL"":0.00012289,""CORN"":-0.00121012,""CPER"":0.01108727,""DBC"":0.00264871,""EEM"":0.0140163,""EFA"":0.01465099,""EMB"":0.0091381,""EPP"":0.01490746,""EWJ"":0.01255849,""EWL"":0.01419103,""EWU"":0.0118136,""GLD"":0.00807914,""HYG"":0.00651837,""IEF"":0.0053958,""IWM"":0.0159514,""LQD"":0.00810115,""MTUM"":0.01377019,""QUAL"":0.01458335,""SHY"":0.00121322,""SOXX"":0.02535824,""SPHB"":0.02041114,""SPY"":0.01386947,""TIP"":0.00478684,""TLT"":0.01019852,""USMV"":0.00998575,""USO"":-0.00127809,""VLUE"":0.01572258,""VNQ"":0.01596412,""WEAT"":0.00036947,""XHB"":0.0205128,""XLB"":0.0158235,""XLE"":0.00742436,""XLI"":0.01525787,""XLK"":0.01660716,""XLP"":0.00870216,""XLU"":0.01069021,""XLV"":0.0093242,""XLY"":0.01587349}","{""ACWI"":0.01481605,""AGG"":0.00544309,""BIL"":0.00012745,""CORN"":-0.0019937,""CPER"":0.01129139,""DBC"":-0.00039633,""EEM"":0.01319649,""EFA"":0.01425699,""EMB"":0.0089525,""EPP"":0.0139571,""EWJ"":0.0120097,""EWL"":0.01487898,""EWU"":0.01125007,""GLD"":0.0106686,""HYG"":0.00585581,""IEF"":0.00577412,""IWM"":0.01025079,""LQD"":0.0080375,""MTUM"":0.01203593,""QUAL"":0.01361801,""SHY"":0.00134293,""SOXX"":0.02261288,""SPHB"":0.0162459,""SPY"":0.01241205,""TIP"":0.00481617,""TLT"":0.01070976,""USMV"":0.01038017,""USO"":-0.00783715,""VLUE"":0.01314945,""VNQ"":0.01506017,""WEAT"":-0.00079157,""XHB"":0.01837344,""XLB"":0.01462071,""XLE"":0.00224243,""XLI"":0.0136049,""XLK"":0.0155262,""XLP"":0.00980883,""XLU"":0.01195492,""XLV"":0.01038076,""XLY"":0.01300347}","{""ACWI"":-0.00294998,""AGG"":0.00023305,""BIL"":7.56e-06,""CORN"":-0.00129754,""CPER"":0.00033801,""DBC"":-0.00504233,""EEM"":-0.00135754,""EFA"":-0.00065242,""EMB"":-0.00030734,""EPP"":-0.00157371,""EWJ"":-0.00090875,""EWL"":0.00113919,""EWU"":-0.00093315,""GLD"":0.00428792,""HYG"":-0.00109715,""IEF"":0.00062647,""IWM"":-0.00943972,""LQD"":-0.0001054,""MTUM"":-0.00287178,""QUAL"":-0.00159852,""SHY"":0.00021479,""SOXX"":-0.00454607,""SPHB"":-0.00689728,""SPY"":-0.00241336,""TIP"":4.858e-05,""TLT"":0.00084656,""USMV"":0.00065312,""USO"":-0.01086124,""VLUE"":-0.00426088,""VNQ"":-0.00149687,""WEAT"":-0.00192259,""XHB"":-0.0035426,""XLB"":-0.00199171,""XLE"":-0.00858083,""XLI"":-0.00273716,""XLK"":-0.00178996,""XLP"":0.00183255,""XLU"":0.00209425,""XLV"":0.00174957,""XLY"":-0.00475251}",Posterior computed,2026-05-13T16:17:29+00:00,BL v1 uses horizon-scaled shrunk covariance and sample benchmark weights unless replaced.
