as_of,effective_month,account_type,status,reference_nav_usd,minimum_eligible_nlv_usd,minimum_required_cushion_fraction,gross_exposure,net_exposure,margin_debit_weight,short_collateral_weight,regt_reference_requirement,ibkr_projected_initial_margin_usd,ibkr_projected_maintenance_margin_usd,ibkr_projected_excess_liquidity_usd,ibkr_projected_cushion_fraction,checked_at,instruction
2026-07-31,2026-08,PORTFOLIO_MARGIN,LIVE_IBKR_CHECK_REQUIRED,1000000.0,110000.0,0.2,1.6627365513230126,1.2013365115402885,0.43203653143165055,0.23531402028918919,0.8313682756615063,,,,,,Run the complete target through IBKR TWS Check Margin or API what-if; do not trade unless the projected cushion is at least the configured minimum.
