as_of,return_date,ticker,core_component,long_only_component,tsmom_component,raw_weight,target_weight,inner_core_scale,inner_long_only_scale,outer_weight_core,outer_weight_long_only,outer_weight_tsmom,outer_scale,raw_gross_exposure,raw_net_exposure,gross_exposure,net_exposure,long_gross_exposure,short_gross_exposure,cash_weight,unencumbered_cash_weight,borrow_weight,margin_debit_weight,short_collateral_weight,regt_reference_requirement,regt_reference_buffer,portfolio_margin_minimum_cushion,portfolio_margin_status,limit_scale,netted_bil_weight,clipped_assets
2010-12-31,2011-01-31,TLT,0.008251336390011731,0.0,0.042810043030192785,0.051061379420204514,0.051061379420204514,1.4658700350409053,1.5,0.2842656085621507,0.27915190920919003,0.43658248222865936,1.5,1.7950489705429118,1.678326452639913,1.4625588109423815,1.3458362930393828,1.404197551990882,0.05836125895149936,-0.3458362930393828,0.0,0.40419755199088203,0.40419755199088203,0.059528484130529344,0.7312794054711907,0.26872059452880925,0.2,LIVE_IBKR_CHECK_REQUIRED,1.0,0.3324901596005306,
2010-12-31,2011-01-31,USMV,0.0,0.0,0.0,0.0,0.0,1.4658700350409053,1.5,0.2842656085621507,0.27915190920919003,0.43658248222865936,1.5,1.7950489705429118,1.678326452639913,1.4625588109423815,1.3458362930393828,1.404197551990882,0.05836125895149936,-0.3458362930393828,0.0,0.40419755199088203,0.40419755199088203,0.059528484130529344,0.7312794054711907,0.26872059452880925,0.2,LIVE_IBKR_CHECK_REQUIRED,1.0,0.3324901596005306,
2010-12-31,2011-01-31,UUP,0.006088625094101095,0.0,-0.06444988404560045,-0.05836125895149936,-0.05836125895149936,1.4658700350409053,1.5,0.2842656085621507,0.27915190920919003,0.43658248222865936,1.5,1.7950489705429118,1.678326452639913,1.4625588109423815,1.3458362930393828,1.404197551990882,0.05836125895149936,-0.3458362930393828,0.0,0.40419755199088203,0.40419755199088203,0.059528484130529344,0.7312794054711907,0.26872059452880925,0.2,LIVE_IBKR_CHECK_REQUIRED,1.0,0.3324901596005306,
2010-12-31,2011-01-31,VLUE,0.0,0.0,0.0,0.0,0.0,1.4658700350409053,1.5,0.2842656085621507,0.27915190920919003,0.43658248222865936,1.5,1.7950489705429118,1.678326452639913,1.4625588109423815,1.3458362930393828,1.404197551990882,0.05836125895149936,-0.3458362930393828,0.0,0.40419755199088203,0.40419755199088203,0.059528484130529344,0.7312794054711907,0.26872059452880925,0.2,LIVE_IBKR_CHECK_REQUIRED,1.0,0.3324901596005306,
2010-12-31,2011-01-31,XHB,0.009261166782377227,0.008774656576063597,0.0,0.018035823358440825,0.018035823358440825,1.4658700350409053,1.5,0.2842656085621507,0.27915190920919003,0.43658248222865936,1.5,1.7950489705429118,1.678326452639913,1.4625588109423815,1.3458362930393828,1.404197551990882,0.05836125895149936,-0.3458362930393828,0.0,0.40419755199088203,0.40419755199088203,0.059528484130529344,0.7312794054711907,0.26872059452880925,0.2,LIVE_IBKR_CHECK_REQUIRED,1.0,0.3324901596005306,
2010-12-31,2011-01-31,XLB,0.023248410658463062,0.022481286035417176,0.0,0.04572969669388024,0.04572969669388024,1.4658700350409053,1.5,0.2842656085621507,0.27915190920919003,0.43658248222865936,1.5,1.7950489705429118,1.678326452639913,1.4625588109423815,1.3458362930393828,1.404197551990882,0.05836125895149936,-0.3458362930393828,0.0,0.40419755199088203,0.40419755199088203,0.059528484130529344,0.7312794054711907,0.26872059452880925,0.2,LIVE_IBKR_CHECK_REQUIRED,1.0,0.3324901596005306,
2010-12-31,2011-01-31,XLE,0.03991283472321963,0.040155264113775735,0.0,0.08006809883699537,0.08006809883699537,1.4658700350409053,1.5,0.2842656085621507,0.27915190920919003,0.43658248222865936,1.5,1.7950489705429118,1.678326452639913,1.4625588109423815,1.3458362930393828,1.404197551990882,0.05836125895149936,-0.3458362930393828,0.0,0.40419755199088203,0.40419755199088203,0.059528484130529344,0.7312794054711907,0.26872059452880925,0.2,LIVE_IBKR_CHECK_REQUIRED,1.0,0.3324901596005306,
2010-12-31,2011-01-31,XLI,0.023626907501581407,0.025616662599732262,0.0,0.049243570101313666,0.049243570101313666,1.4658700350409053,1.5,0.2842656085621507,0.27915190920919003,0.43658248222865936,1.5,1.7950489705429118,1.678326452639913,1.4625588109423815,1.3458362930393828,1.404197551990882,0.05836125895149936,-0.3458362930393828,0.0,0.40419755199088203,0.40419755199088203,0.059528484130529344,0.7312794054711907,0.26872059452880925,0.2,LIVE_IBKR_CHECK_REQUIRED,1.0,0.3324901596005306,
2010-12-31,2011-01-31,XLP,0.010664760119995004,0.009687834885167789,0.0,0.020352595005162795,0.020352595005162795,1.4658700350409053,1.5,0.2842656085621507,0.27915190920919003,0.43658248222865936,1.5,1.7950489705429118,1.678326452639913,1.4625588109423815,1.3458362930393828,1.404197551990882,0.05836125895149936,-0.3458362930393828,0.0,0.40419755199088203,0.40419755199088203,0.059528484130529344,0.7312794054711907,0.26872059452880925,0.2,LIVE_IBKR_CHECK_REQUIRED,1.0,0.3324901596005306,
2010-12-31,2011-01-31,XLU,0.0042142260935822545,0.0035812098701456787,0.0,0.007795435963727933,0.007795435963727933,1.4658700350409053,1.5,0.2842656085621507,0.27915190920919003,0.43658248222865936,1.5,1.7950489705429118,1.678326452639913,1.4625588109423815,1.3458362930393828,1.404197551990882,0.05836125895149936,-0.3458362930393828,0.0,0.40419755199088203,0.40419755199088203,0.059528484130529344,0.7312794054711907,0.26872059452880925,0.2,LIVE_IBKR_CHECK_REQUIRED,1.0,0.3324901596005306,
2010-12-31,2011-01-31,XLV,0.008909159143468473,0.006352611043017296,0.0,0.015261770186485769,0.015261770186485769,1.4658700350409053,1.5,0.2842656085621507,0.27915190920919003,0.43658248222865936,1.5,1.7950489705429118,1.678326452639913,1.4625588109423815,1.3458362930393828,1.404197551990882,0.05836125895149936,-0.3458362930393828,0.0,0.40419755199088203,0.40419755199088203,0.059528484130529344,0.7312794054711907,0.26872059452880925,0.2,LIVE_IBKR_CHECK_REQUIRED,1.0,0.3324901596005306,
2011-01-31,2011-02-28,BIL,0.1217122350026384,0.19799321124908453,0.0,0.3197054462517229,0.0,1.5,1.5,0.2953611885477694,0.2877886824576691,0.41685012899456153,1.5,1.8338778250761525,1.7237675425327468,1.5141723788244295,1.4040620962810237,1.4591172375527266,0.0550551412717029,-0.40406209628102374,0.0,0.4591172375527266,0.4591172375527266,0.05615624409713696,0.7570861894122147,0.24291381058778527,0.2,LIVE_IBKR_CHECK_REQUIRED,1.0,0.3197054462517229,
2011-01-31,2011-02-28,CPER,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.2953611885477694,0.2877886824576691,0.41685012899456153,1.5,1.8338778250761525,1.7237675425327468,1.5141723788244295,1.4040620962810237,1.4591172375527266,0.0550551412717029,-0.40406209628102374,0.0,0.4591172375527266,0.4591172375527266,0.05615624409713696,0.7570861894122147,0.24291381058778527,0.2,LIVE_IBKR_CHECK_REQUIRED,1.0,0.3197054462517229,
