as_of,return_date,ticker,core_component,long_only_component,tsmom_component,raw_weight,target_weight,inner_core_scale,inner_long_only_scale,outer_weight_core,outer_weight_long_only,outer_weight_tsmom,outer_scale,raw_gross_exposure,raw_net_exposure,gross_exposure,net_exposure,long_gross_exposure,short_gross_exposure,cash_weight,unencumbered_cash_weight,borrow_weight,margin_debit_weight,short_collateral_weight,regt_reference_requirement,regt_reference_buffer,portfolio_margin_minimum_cushion,portfolio_margin_status,limit_scale,netted_bil_weight,clipped_assets
2006-12-31,2007-01-31,IWM,0.02982911920120919,0.032429582941190374,0.04861057989329613,0.1108692820356957,0.1108692820356957,1.5,1.5,0.30826496780383245,0.2951761169322267,0.3965589152639409,1.5,1.6727906683502205,1.6727906683502205,1.3940267739496692,1.3940267739496692,1.3940267739496692,-0.0,-0.39402677394966923,0.0,0.39402677394966923,0.39402677394966923,-0.0,0.6970133869748346,0.3029866130251654,0.2,LIVE_IBKR_CHECK_REQUIRED,1.0,0.2067506581061289,HYG
2006-12-31,2007-01-31,LQD,0.027654562846690663,0.02405236127797597,0.0,0.05170692412466663,0.05170692412466663,1.5,1.5,0.30826496780383245,0.2951761169322267,0.3965589152639409,1.5,1.6727906683502205,1.6727906683502205,1.3940267739496692,1.3940267739496692,1.3940267739496692,-0.0,-0.39402677394966923,0.0,0.39402677394966923,0.39402677394966923,-0.0,0.6970133869748346,0.3029866130251654,0.2,LIVE_IBKR_CHECK_REQUIRED,1.0,0.2067506581061289,HYG
2006-12-31,2007-01-31,QQQ,0.035609670758333545,0.03290696413259126,0.04776657030992809,0.11628320520085289,0.11628320520085289,1.5,1.5,0.30826496780383245,0.2951761169322267,0.3965589152639409,1.5,1.6727906683502205,1.6727906683502205,1.3940267739496692,1.3940267739496692,1.3940267739496692,-0.0,-0.39402677394966923,0.0,0.39402677394966923,0.39402677394966923,-0.0,0.6970133869748346,0.3029866130251654,0.2,LIVE_IBKR_CHECK_REQUIRED,1.0,0.2067506581061289,HYG
2006-12-31,2007-01-31,SHY,0.05446813495887932,0.04441244698810928,0.0,0.0988805819469886,0.0988805819469886,1.5,1.5,0.30826496780383245,0.2951761169322267,0.3965589152639409,1.5,1.6727906683502205,1.6727906683502205,1.3940267739496692,1.3940267739496692,1.3940267739496692,-0.0,-0.39402677394966923,0.0,0.39402677394966923,0.39402677394966923,-0.0,0.6970133869748346,0.3029866130251654,0.2,LIVE_IBKR_CHECK_REQUIRED,1.0,0.2067506581061289,HYG
2006-12-31,2007-01-31,SMH,0.021048000145598753,0.0,0.0,0.021048000145598753,0.021048000145598753,1.5,1.5,0.30826496780383245,0.2951761169322267,0.3965589152639409,1.5,1.6727906683502205,1.6727906683502205,1.3940267739496692,1.3940267739496692,1.3940267739496692,-0.0,-0.39402677394966923,0.0,0.39402677394966923,0.39402677394966923,-0.0,0.6970133869748346,0.3029866130251654,0.2,LIVE_IBKR_CHECK_REQUIRED,1.0,0.2067506581061289,HYG
2006-12-31,2007-01-31,SPY,0.06353008921175486,0.06734184560966026,0.09741148485157292,0.22828341967298804,0.22828341967298804,1.5,1.5,0.30826496780383245,0.2951761169322267,0.3965589152639409,1.5,1.6727906683502205,1.6727906683502205,1.3940267739496692,1.3940267739496692,1.3940267739496692,-0.0,-0.39402677394966923,0.0,0.39402677394966923,0.39402677394966923,-0.0,0.6970133869748346,0.3029866130251654,0.2,LIVE_IBKR_CHECK_REQUIRED,1.0,0.2067506581061289,HYG
2006-12-31,2007-01-31,TIP,0.01666826879575058,0.013138005392313233,0.0,0.029806274188063815,0.029806274188063815,1.5,1.5,0.30826496780383245,0.2951761169322267,0.3965589152639409,1.5,1.6727906683502205,1.6727906683502205,1.3940267739496692,1.3940267739496692,1.3940267739496692,-0.0,-0.39402677394966923,0.0,0.39402677394966923,0.39402677394966923,-0.0,0.6970133869748346,0.3029866130251654,0.2,LIVE_IBKR_CHECK_REQUIRED,1.0,0.2067506581061289,HYG
2006-12-31,2007-01-31,TLT,0.04470262242163633,0.04062349626469688,-0.07719952316176179,0.008126595524571414,0.008126595524571414,1.5,1.5,0.30826496780383245,0.2951761169322267,0.3965589152639409,1.5,1.6727906683502205,1.6727906683502205,1.3940267739496692,1.3940267739496692,1.3940267739496692,-0.0,-0.39402677394966923,0.0,0.39402677394966923,0.39402677394966923,-0.0,0.6970133869748346,0.3029866130251654,0.2,LIVE_IBKR_CHECK_REQUIRED,1.0,0.2067506581061289,HYG
2006-12-31,2007-01-31,USMV,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.30826496780383245,0.2951761169322267,0.3965589152639409,1.5,1.6727906683502205,1.6727906683502205,1.3940267739496692,1.3940267739496692,1.3940267739496692,-0.0,-0.39402677394966923,0.0,0.39402677394966923,0.39402677394966923,-0.0,0.6970133869748346,0.3029866130251654,0.2,LIVE_IBKR_CHECK_REQUIRED,1.0,0.2067506581061289,HYG
2006-12-31,2007-01-31,UUP,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.30826496780383245,0.2951761169322267,0.3965589152639409,1.5,1.6727906683502205,1.6727906683502205,1.3940267739496692,1.3940267739496692,1.3940267739496692,-0.0,-0.39402677394966923,0.0,0.39402677394966923,0.39402677394966923,-0.0,0.6970133869748346,0.3029866130251654,0.2,LIVE_IBKR_CHECK_REQUIRED,1.0,0.2067506581061289,HYG
2006-12-31,2007-01-31,VLUE,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.30826496780383245,0.2951761169322267,0.3965589152639409,1.5,1.6727906683502205,1.6727906683502205,1.3940267739496692,1.3940267739496692,1.3940267739496692,-0.0,-0.39402677394966923,0.0,0.39402677394966923,0.39402677394966923,-0.0,0.6970133869748346,0.3029866130251654,0.2,LIVE_IBKR_CHECK_REQUIRED,1.0,0.2067506581061289,HYG
2006-12-31,2007-01-31,XHB,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.30826496780383245,0.2951761169322267,0.3965589152639409,1.5,1.6727906683502205,1.6727906683502205,1.3940267739496692,1.3940267739496692,1.3940267739496692,-0.0,-0.39402677394966923,0.0,0.39402677394966923,0.39402677394966923,-0.0,0.6970133869748346,0.3029866130251654,0.2,LIVE_IBKR_CHECK_REQUIRED,1.0,0.2067506581061289,HYG
2006-12-31,2007-01-31,XLB,0.006020892937309355,0.0068730758642955615,0.0,0.012893968801604917,0.012893968801604917,1.5,1.5,0.30826496780383245,0.2951761169322267,0.3965589152639409,1.5,1.6727906683502205,1.6727906683502205,1.3940267739496692,1.3940267739496692,1.3940267739496692,-0.0,-0.39402677394966923,0.0,0.39402677394966923,0.39402677394966923,-0.0,0.6970133869748346,0.3029866130251654,0.2,LIVE_IBKR_CHECK_REQUIRED,1.0,0.2067506581061289,HYG
2006-12-31,2007-01-31,XLE,0.010582907834593579,0.012368425344572009,0.0,0.02295133317916559,0.02295133317916559,1.5,1.5,0.30826496780383245,0.2951761169322267,0.3965589152639409,1.5,1.6727906683502205,1.6727906683502205,1.3940267739496692,1.3940267739496692,1.3940267739496692,-0.0,-0.39402677394966923,0.0,0.39402677394966923,0.39402677394966923,-0.0,0.6970133869748346,0.3029866130251654,0.2,LIVE_IBKR_CHECK_REQUIRED,1.0,0.2067506581061289,HYG
2006-12-31,2007-01-31,XLI,0.007245069956208585,0.007482851427861302,0.0,0.014727921384069888,0.014727921384069888,1.5,1.5,0.30826496780383245,0.2951761169322267,0.3965589152639409,1.5,1.6727906683502205,1.6727906683502205,1.3940267739496692,1.3940267739496692,1.3940267739496692,-0.0,-0.39402677394966923,0.0,0.39402677394966923,0.39402677394966923,-0.0,0.6970133869748346,0.3029866130251654,0.2,LIVE_IBKR_CHECK_REQUIRED,1.0,0.2067506581061289,HYG
2006-12-31,2007-01-31,XLP,0.031788467822410744,0.031967764145213455,0.0,0.0637562319676242,0.0637562319676242,1.5,1.5,0.30826496780383245,0.2951761169322267,0.3965589152639409,1.5,1.6727906683502205,1.6727906683502205,1.3940267739496692,1.3940267739496692,1.3940267739496692,-0.0,-0.39402677394966923,0.0,0.39402677394966923,0.39402677394966923,-0.0,0.6970133869748346,0.3029866130251654,0.2,LIVE_IBKR_CHECK_REQUIRED,1.0,0.2067506581061289,HYG
2006-12-31,2007-01-31,XLU,0.0029318243774111106,0.003267102431161069,0.0,0.00619892680857218,0.00619892680857218,1.5,1.5,0.30826496780383245,0.2951761169322267,0.3965589152639409,1.5,1.6727906683502205,1.6727906683502205,1.3940267739496692,1.3940267739496692,1.3940267739496692,-0.0,-0.39402677394966923,0.0,0.39402677394966923,0.39402677394966923,-0.0,0.6970133869748346,0.3029866130251654,0.2,LIVE_IBKR_CHECK_REQUIRED,1.0,0.2067506581061289,HYG
2006-12-31,2007-01-31,XLV,0.02867194621363944,0.028054376208486553,0.0,0.056726322422125997,0.056726322422125997,1.5,1.5,0.30826496780383245,0.2951761169322267,0.3965589152639409,1.5,1.6727906683502205,1.6727906683502205,1.3940267739496692,1.3940267739496692,1.3940267739496692,-0.0,-0.39402677394966923,0.0,0.39402677394966923,0.39402677394966923,-0.0,0.6970133869748346,0.3029866130251654,0.2,LIVE_IBKR_CHECK_REQUIRED,1.0,0.2067506581061289,HYG
2007-01-31,2007-02-28,BIL,0.0962915375163655,0.09214265880822192,0.0,0.1884341963245874,0.0,1.5,1.5,0.31160044109587376,0.29633371076262616,0.39206584814150014,1.5,1.7121865769289837,1.679811389489743,1.4753745316292908,1.4429993441900502,1.4591869379096702,0.016187593719620363,-0.44299934419005016,0.0,0.45918693790967025,0.45918693790967025,0.01651134559401277,0.7376872658146454,0.2623127341853546,0.2,LIVE_IBKR_CHECK_REQUIRED,1.0,0.1884341963245874,HYG
2007-01-31,2007-02-28,CPER,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.31160044109587376,0.29633371076262616,0.39206584814150014,1.5,1.7121865769289837,1.679811389489743,1.4753745316292908,1.4429993441900502,1.4591869379096702,0.016187593719620363,-0.44299934419005016,0.0,0.45918693790967025,0.45918693790967025,0.01651134559401277,0.7376872658146454,0.2623127341853546,0.2,LIVE_IBKR_CHECK_REQUIRED,1.0,0.1884341963245874,HYG
2007-01-31,2007-02-28,DBC,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.31160044109587376,0.29633371076262616,0.39206584814150014,1.5,1.7121865769289837,1.679811389489743,1.4753745316292908,1.4429993441900502,1.4591869379096702,0.016187593719620363,-0.44299934419005016,0.0,0.45918693790967025,0.45918693790967025,0.01651134559401277,0.7376872658146454,0.2623127341853546,0.2,LIVE_IBKR_CHECK_REQUIRED,1.0,0.1884341963245874,HYG
2007-01-31,2007-02-28,EEM,0.012678082157213716,0.015164782761364239,0.03581448932467703,0.06365735424325498,0.06365735424325498,1.5,1.5,0.31160044109587376,0.29633371076262616,0.39206584814150014,1.5,1.7121865769289837,1.679811389489743,1.4753745316292908,1.4429993441900502,1.4591869379096702,0.016187593719620363,-0.44299934419005016,0.0,0.45918693790967025,0.45918693790967025,0.01651134559401277,0.7376872658146454,0.2623127341853546,0.2,LIVE_IBKR_CHECK_REQUIRED,1.0,0.1884341963245874,HYG
