cost_component,cumulative_pct_of_nav,average_annual_bps
commission_cost,1.0983214967715205,5.608450196280105
regulatory_fee_cost,0.1134062918235181,0.5790959582477521
slippage_cost,0.9231861616116884,4.71414210184692
margin_benchmark_cost,9.658909219976298,49.32208963392152
margin_spread_cost,5.9301517953439244,30.281626188990256
short_borrow_cost,3.4289304570341557,17.509432121025476
futures_roll_cost,0.0,0.0
short_proceeds_interest_credit,-1.956629316294903,-9.991298636399506
