as_of,ticker,weight
2001-03-31,XLU,0.04249283508643714
2001-03-31,HYG,0.020214692650994136
2001-03-31,XLB,0.011984303766327621
2001-04-30,BIL,0.4886970213269236
2001-04-30,IEF,0.14739630643774476
2001-04-30,TLT,0.10231946381388926
2001-04-30,SHY,0.09697420917652969
2001-04-30,XLV,0.0603494282545703
2001-04-30,XLE,0.03750736750230416
2001-04-30,HYG,0.03151469694271458
2001-04-30,XLU,0.026638144696286708
2001-04-30,XLB,0.008603361849037037
2001-05-31,BIL,0.43394204377421997
2001-05-31,IEF,0.13674551920817465
2001-05-31,TLT,0.10012993461910825
2001-05-31,SHY,0.08091770786265122
2001-05-31,HYG,0.06756024519781978
2001-05-31,XLE,0.05869392931435491
2001-05-31,XLV,0.05207888402505242
2001-05-31,IWM,0.03487714358324641
2001-05-31,XLU,0.014858003072213556
2001-05-31,XLI,0.010630505430803865
2001-05-31,XLB,0.009566083912355012
2001-06-30,BIL,0.5669505484462282
2001-06-30,IEF,0.11573397510581288
2001-06-30,TLT,0.08479328267002982
2001-06-30,SHY,0.08087811741147091
2001-06-30,TIP,0.06068363620586301
2001-06-30,XLV,0.04696830776161382
2001-06-30,IWM,0.029787468819069903
2001-06-30,XLB,0.014204663579911542
2001-07-31,BIL,0.5074124345651113
2001-07-31,IEF,0.10857843764145839
2001-07-31,TIP,0.10517599617864658
2001-07-31,SHY,0.09502176244470051
2001-07-31,TLT,0.07855577165389649
2001-07-31,XLV,0.057874404391492856
2001-07-31,HYG,0.021429460698045206
2001-07-31,IWM,0.015738720631442542
2001-07-31,XLB,0.010213011795206246
2001-08-31,BIL,0.5413409248575073
2001-08-31,IEF,0.14710986864390382
2001-08-31,TLT,0.10061277469191983
2001-08-31,SHY,0.09542413165152248
2001-08-31,TIP,0.07574886254408625
2001-08-31,HYG,0.03175170302273045
2001-08-31,XLB,0.008011734588330063
2001-09-30,BIL,0.5346537439741363
2001-09-30,IEF,0.184586926915561
2001-09-30,TLT,0.13404382559154523
2001-09-30,SHY,0.10657795223840773
2001-09-30,TIP,0.04013755128034965
2001-10-31,BIL,0.5181990066831306
2001-10-31,IEF,0.18945137864280548
2001-10-31,TLT,0.15103144660169354
2001-10-31,SHY,0.11625955742629601
2001-10-31,TIP,0.025058610646074442
2001-11-30,BIL,0.4036413180228179
2001-11-30,IEF,0.19496754463633548
2001-11-30,TLT,0.16295796654605302
2001-11-30,SHY,0.12042240267775595
2001-11-30,XLP,0.07549829384746364
2001-11-30,HYG,0.02369372447850208
2001-11-30,TIP,0.017745587413726043
2001-11-30,XLB,0.001073162377345892
2001-12-31,BIL,0.411546790928797
2001-12-31,IEF,0.18974938986182172
2001-12-31,TLT,0.14047585746957755
2001-12-31,SHY,0.11192080622598415
2001-12-31,XLP,0.06302207594415181
2001-12-31,HYG,0.05588535186818109
2001-12-31,IWM,0.02100937850492071
2001-12-31,XLB,0.0024380181703119253
2001-12-31,EEM,0.0019763273727878097
2001-12-31,XLI,0.001976003653466447
2002-01-31,BIL,0.37717091614223835
2002-01-31,IEF,0.19761069730621222
2002-01-31,TLT,0.13361039173336425
2002-01-31,SHY,0.1110842772723101
2002-01-31,HYG,0.07580763704042386
2002-01-31,XLP,0.05818709527344891
2002-01-31,IWM,0.027038067956448014
2002-01-31,SMH,0.01564121088517159
2002-01-31,XLB,0.0019988759654320574
2002-01-31,EEM,0.0018508304249508479
2002-02-28,BIL,0.29531329357681946
2002-02-28,IEF,0.1839534064446602
2002-02-28,TLT,0.10895738909670177
2002-02-28,SHY,0.09668404181989115
2002-02-28,GLD,0.0911130904660409
2002-02-28,HYG,0.08114203631785742
2002-02-28,XLP,0.050328481625541995
2002-02-28,XLV,0.0458324724987932
2002-02-28,IWM,0.029823961318761957
2002-02-28,TIP,0.011666591804503234
2002-02-28,XLB,0.0029206884465426274
2002-02-28,EEM,0.0022645465838860225
2002-03-31,BIL,0.4909939574569604
2002-03-31,GLD,0.10073052112712629
2002-03-31,SHY,0.08260049688652633
2002-03-31,HYG,0.08251751962736517
2002-03-31,SPY,0.05974819772064338
2002-03-31,XLP,0.04409830055468839
2002-03-31,XLV,0.04028769186788041
2002-03-31,IWM,0.03943862281773714
2002-03-31,SMH,0.022351384077361
2002-03-31,XLE,0.01480095122779191
2002-03-31,XLB,0.008471729887808782
2002-03-31,EEM,0.007445783580338329
2002-03-31,XLI,0.006514843167772572
2002-04-30,BIL,0.35121917713428497
2002-04-30,GLD,0.1190092542263166
2002-04-30,IEF,0.10452669756173172
2002-04-30,SHY,0.07451212054823965
2002-04-30,TIP,0.07352065322033191
2002-04-30,TLT,0.0514513007339165
2002-04-30,HYG,0.05072463645683483
2002-04-30,IWM,0.04525377751596862
2002-04-30,XLV,0.044388300335152696
2002-04-30,XLE,0.04011618531764821
2002-04-30,XLB,0.022975024633100558
2002-04-30,EEM,0.022302872316473883
2002-05-31,BIL,0.33152291830878644
2002-05-31,TIP,0.1474316017492235
2002-05-31,GLD,0.11063869139304323
2002-05-31,SHY,0.08179377566134666
2002-05-31,XLE,0.06793527951996571
2002-05-31,IEF,0.055507146090831856
2002-05-31,IWM,0.04425813879437071
2002-05-31,XLV,0.03741685852728221
2002-05-31,EEM,0.036490643260077144
2002-05-31,XLB,0.03215517933341487
2002-05-31,TLT,0.0309682033960621
2002-05-31,HYG,0.02388156396559578
2002-06-30,BIL,0.4083736596690732
2002-06-30,TIP,0.1706911698924601
2002-06-30,GLD,0.15617859823465402
2002-06-30,SHY,0.10069873438335973
2002-06-30,IEF,0.0584089529677216
2002-06-30,XLV,0.04427068842521682
2002-06-30,TLT,0.033002522676648036
2002-06-30,EEM,0.01427626175318904
2002-06-30,XLB,0.01409941199767755
2002-07-31,BIL,0.4694384637427893
2002-07-31,TIP,0.15430510556917015
2002-07-31,GLD,0.15344783733566425
2002-07-31,SHY,0.10025846747684197
2002-07-31,IEF,0.07886546279643411
2002-07-31,TLT,0.043684663079100135
2002-08-31,BIL,0.4778428728496623
2002-08-31,TIP,0.16129765404035623
2002-08-31,GLD,0.1268677732633803
2002-08-31,SHY,0.10648469344064568
2002-08-31,IEF,0.08248329967150156
2002-08-31,TLT,0.04502370673445388
2002-09-30,BIL,0.558392375820903
2002-09-30,TIP,0.21816852809705334
2002-09-30,SHY,0.12448259392808263
2002-09-30,IEF,0.0605106570005381
2002-09-30,TLT,0.03844584515342307
2002-10-31,BIL,0.5566955720105011
2002-10-31,TIP,0.1909373938579382
2002-10-31,SHY,0.12521777971428258
2002-10-31,IEF,0.07700982666031696
2002-10-31,TLT,0.050139427756961175
2002-11-30,BIL,0.4307860159884176
2002-11-30,TIP,0.15899646062252124
2002-11-30,GLD,0.15868834397370676
2002-11-30,SHY,0.10165489281667353
2002-11-30,XLV,0.05532756955635524
2002-11-30,IEF,0.05361557795931496
2002-11-30,TLT,0.031027561068693796
2002-11-30,HYG,0.00990357801431695
2002-12-31,BIL,0.6275191737590092
2002-12-31,TIP,0.16795357865198432
2002-12-31,SHY,0.10893151814549286
2002-12-31,IEF,0.046420132814277065
2002-12-31,TLT,0.03229471905618814
2002-12-31,HYG,0.016880877573048403
2003-01-31,BIL,0.6473817192332977
2003-01-31,TIP,0.1864115126170101
2003-01-31,SHY,0.11029591358575765
2003-01-31,IEF,0.026906878989235564
2003-01-31,TLT,0.018959661870384566
2003-01-31,HYG,0.01004431370431434
2003-02-28,BIL,0.5514619359948241
2003-02-28,TIP,0.14656019625340477
2003-02-28,GLD,0.1401922981179177
2003-02-28,SHY,0.09725157059405333
2003-02-28,IEF,0.029478334570690243
2003-02-28,TLT,0.020699753934933247
2003-02-28,HYG,0.010711431949447237
2003-02-28,QQQ,0.003644478584729426
2003-03-31,BIL,0.41240283479251083
2003-03-31,TIP,0.13602833677154944
2003-03-31,GLD,0.13433480887119978
2003-03-31,XLE,0.09678700295111396
2003-03-31,SHY,0.09313357471441351
2003-03-31,XLV,0.04331187974002957
2003-03-31,IEF,0.03698128359084836
2003-03-31,TLT,0.025432439305288903
2003-03-31,HYG,0.01565264211206974
2003-03-31,QQQ,0.005935197150975865
2003-04-30,BIL,0.2599323711074072
2003-04-30,TIP,0.12521195686540407
2003-04-30,GLD,0.12157158316956918
2003-04-30,SHY,0.0919440132952397
2003-04-30,XLE,0.08325757633036203
2003-04-30,IEF,0.055523922208234704
2003-04-30,XLV,0.04380574951404007
2003-04-30,TLT,0.03739588561419474
2003-04-30,IWM,0.03114410245706882
2003-04-30,EEM,0.025859960822618343
2003-04-30,XLB,0.025246077690068456
2003-04-30,HYG,0.024221983856148346
2003-04-30,XLI,0.02254379003022544
2003-04-30,XLU,0.021162792139956664
2003-04-30,SPY,0.017434037631118077
2003-04-30,QQQ,0.008704857622544132
2003-04-30,SMH,0.005039339645799987
2003-05-31,BIL,0.21404890625683776
2003-05-31,GLD,0.11503187857088631
2003-05-31,SHY,0.09830106432184357
2003-05-31,IEF,0.09679213639016526
2003-05-31,TIP,0.08092905836297824
2003-05-31,TLT,0.06793268259474057
2003-05-31,XLE,0.05346168141660068
2003-05-31,XLV,0.049033600766643926
2003-05-31,XLP,0.043964285632069194
2003-05-31,HYG,0.03916180055157708
2003-05-31,SPY,0.029404501946283808
2003-05-31,IWM,0.02525072073104133
2003-05-31,XLB,0.016464453835114284
2003-05-31,QQQ,0.015845698804327384
2003-05-31,XLU,0.015747135637030087
2003-05-31,EEM,0.015346331304135631
2003-05-31,XLI,0.015241597644519584
2003-05-31,SMH,0.008042465233205391
2003-06-30,BIL,0.17019411753209368
2003-06-30,IEF,0.15236175801729698
2003-06-30,HYG,0.09470579001790484
2003-06-30,SHY,0.08944487454169874
2003-06-30,TLT,0.0880947921550645
2003-06-30,SPY,0.06631781019317022
2003-06-30,TIP,0.05535280326179104
2003-06-30,XLV,0.04787679420552868
2003-06-30,IWM,0.04631934947239139
2003-06-30,QQQ,0.04298803658515057
2003-06-30,XLP,0.04122282281569438
2003-06-30,XLE,0.036177988725559086
2003-06-30,SMH,0.0190646960709456
2003-06-30,EEM,0.01487284290392166
2003-06-30,XLB,0.0133352187122689
2003-06-30,XLI,0.013317194997802132
2003-06-30,XLU,0.008353109791717545
2003-07-31,BIL,0.39319354354957914
2003-07-31,HYG,0.12644266087883366
2003-07-31,SPY,0.09180744064248303
2003-07-31,QQQ,0.06421940431583056
2003-07-31,SHY,0.06084788948811709
2003-07-31,IWM,0.05551130412150931
2003-07-31,XLV,0.03746357909578487
2003-07-31,LQD,0.03541334762899666
2003-07-31,XLP,0.03178013520813112
2003-07-31,XLE,0.027986758624412772
2003-07-31,SMH,0.02759281717560804
2003-07-31,EEM,0.016193831842426322
2003-07-31,XLI,0.014661570918866175
2003-07-31,XLB,0.011741917859291871
2003-07-31,XLU,0.005143798650129192
2003-08-31,BIL,0.278300353651353
2003-08-31,HYG,0.1102311979373127
2003-08-31,SPY,0.08415155317184016
2003-08-31,IWM,0.07437250936788836
2003-08-31,GLD,0.06553910027073355
2003-08-31,QQQ,0.05862560889320842
2003-08-31,TIP,0.05156875742253822
2003-08-31,XLE,0.042818266354045065
2003-08-31,LQD,0.037086953813201415
2003-08-31,SHY,0.03475463138853842
2003-08-31,SMH,0.033839669585502635
2003-08-31,EEM,0.029465199083620677
2003-08-31,XLB,0.02598617109364011
2003-08-31,XLV,0.024125879362647807
2003-08-31,XLI,0.022365494809729082
2003-08-31,XLP,0.021548731857304534
2003-08-31,XLU,0.005219921936895813
2003-09-30,BIL,0.12279736665953625
2003-09-30,GLD,0.10244499466869122
2003-09-30,HYG,0.09053260484414685
2003-09-30,SPY,0.07693041877953437
2003-09-30,IWM,0.07475896720900899
2003-09-30,IEF,0.07334258929760443
2003-09-30,TIP,0.06434756556995451
2003-09-30,XLE,0.06171473387819182
2003-09-30,QQQ,0.04950359189343613
2003-09-30,SHY,0.03851578013341232
2003-09-30,EEM,0.036940097015298885
2003-09-30,XLB,0.03531172721641219
2003-09-30,XLI,0.034094678265011225
2003-09-30,SMH,0.0314203742328468
2003-09-30,LQD,0.029618835145898574
2003-09-30,TLT,0.02412273477227343
2003-09-30,XLV,0.023553332918154306
2003-09-30,XLP,0.022879225247056042
2003-09-30,XLU,0.007170382253531678
2003-10-31,BIL,0.16020770925895017
2003-10-31,GLD,0.10490077482367603
2003-10-31,TIP,0.0907506035754205
2003-10-31,XLE,0.07926771616432335
2003-10-31,IWM,0.07441886991425999
2003-10-31,HYG,0.06351873969031532
2003-10-31,SPY,0.05625617900940748
2003-10-31,IEF,0.051669766481057415
2003-10-31,EEM,0.0475534850362611
2003-10-31,XLB,0.04640256482073901
2003-10-31,XLI,0.04446113937793637
2003-10-31,SHY,0.03576834685975178
2003-10-31,QQQ,0.03570534354977788
2003-10-31,XLP,0.026610606723910076
2003-10-31,XLV,0.02386741919953382
2003-10-31,SMH,0.022632218079896873
2003-10-31,LQD,0.02258566790004794
2003-10-31,XLU,0.013422849534734979
2003-11-30,BIL,0.15086158897432816
2003-11-30,TIP,0.09733935763430043
2003-11-30,GLD,0.0894769450980471
2003-11-30,XLE,0.08051561054771744
2003-11-30,IWM,0.07918959912953295
2003-11-30,HYG,0.06513839978430332
2003-11-30,IEF,0.05925258946366003
2003-11-30,SPY,0.05516273020483181
2003-11-30,EEM,0.05255850530011167
2003-11-30,XLB,0.049655888143763434
2003-11-30,XLI,0.04903528855300713
2003-11-30,QQQ,0.036077641350127636
2003-11-30,SHY,0.03094470573774439
2003-11-30,XLP,0.024295730734738234
2003-11-30,LQD,0.0241793785191557
2003-11-30,SMH,0.023298027444436296
2003-11-30,XLV,0.020454943576568855
2003-11-30,XLU,0.012563069803625445
2003-12-31,BIL,0.120310650318198
2003-12-31,GLD,0.10304242375769533
2003-12-31,TIP,0.09203790008246754
2003-12-31,IWM,0.0800443023412264
2003-12-31,HYG,0.07519311633775466
2003-12-31,IEF,0.0713423684633484
2003-12-31,XLE,0.06817617235418194
2003-12-31,SPY,0.061371931877842394
2003-12-31,EEM,0.046502230393202504
2003-12-31,XLB,0.04250766513961926
2003-12-31,XLI,0.04225342865356713
2003-12-31,QQQ,0.04057546757692264
2003-12-31,LQD,0.032794855633962144
2003-12-31,SHY,0.027236495283952156
2003-12-31,SMH,0.0268006779485857
2003-12-31,XLP,0.023095513089718998
2003-12-31,TLT,0.019975510150313056
2003-12-31,XLV,0.016819588779095826
2003-12-31,XLU,0.009919701818345934
2004-01-31,GLD,0.14038897799275174
2004-01-31,BIL,0.13634710068348876
2004-01-31,TIP,0.08864064120142791
2004-01-31,HYG,0.07376145380303428
2004-01-31,IWM,0.07149974980895187
2004-01-31,XLE,0.06391785239986618
2004-01-31,SPY,0.06159283161668617
2004-01-31,IEF,0.0435935248707231
2004-01-31,EEM,0.0418125322524184
2004-01-31,QQQ,0.03997841003296643
2004-01-31,XLB,0.039379358960455184
2004-01-31,XLI,0.0392090115358328
2004-01-31,LQD,0.032901507642586036
2004-01-31,SHY,0.030658268324370103
2004-01-31,SMH,0.025937028413624195
2004-01-31,XLP,0.025860845831580728
2004-01-31,XLV,0.022160914151311495
2004-01-31,TLT,0.012517800396612717
2004-01-31,XLU,0.009842190081311982
2004-02-29,BIL,0.19660894807513682
2004-02-29,TIP,0.1134640413491919
2004-02-29,XLE,0.07399201765958255
2004-02-29,IWM,0.07042882202108902
2004-02-29,IEF,0.06839225571922805
2004-02-29,HYG,0.05610039456979398
2004-02-29,SPY,0.049459705549203835
2004-02-29,EEM,0.04561571702935149
2004-02-29,XLI,0.04366289700595244
2004-02-29,SHY,0.041639202533274106
2004-02-29,XLB,0.04124948305785582
2004-02-29,XLP,0.039666015157456797
2004-02-29,XLV,0.03487264615264118
2004-02-29,QQQ,0.03145110290273742
2004-02-29,LQD,0.027754984230859186
2004-02-29,TLT,0.026991880307547973
2004-02-29,SMH,0.020717243168382846
2004-02-29,XLU,0.01793264351071467
2004-03-31,BIL,0.21997186388127715
2004-03-31,TIP,0.12951793901242753
2004-03-31,XLE,0.08448474645069036
2004-03-31,IWM,0.06835676557306326
2004-03-31,EEM,0.05281132842212061
2004-03-31,IEF,0.05127255002508001
2004-03-31,XLB,0.048259411246358734
2004-03-31,XLI,0.04654965930343054
2004-03-31,XLP,0.04527996437201049
2004-03-31,SHY,0.042704582074282245
2004-03-31,HYG,0.038843260890338224
2004-03-31,XLV,0.03514227552157295
2004-03-31,SPY,0.034478802681248505
2004-03-31,XLU,0.0240501143076187
2004-03-31,QQQ,0.022111352083881132
2004-03-31,TLT,0.021919270586938402
2004-03-31,LQD,0.019814902425944435
2004-03-31,SMH,0.01443121114171667
2004-04-30,BIL,0.39068754722922217
2004-04-30,TIP,0.10148586392366274
2004-04-30,XLE,0.06895547386598325
2004-04-30,IWM,0.05797998723964907
2004-04-30,IEF,0.046862297055133985
2004-04-30,EEM,0.042096477990369356
2004-04-30,XLI,0.03978242753834892
2004-04-30,XLB,0.03937579636023533
2004-04-30,XLP,0.037903452865457245
2004-04-30,HYG,0.03786249015288948
2004-04-30,SHY,0.03665748061507116
2004-04-30,SPY,0.03390827905305855
2004-04-30,XLV,0.02887891696480704
2004-04-30,LQD,0.018926271595217755
2004-04-30,XLU,0.01863723755089373
2004-05-31,BIL,0.382787547540799
2004-05-31,TIP,0.12605796712498235
2004-05-31,XLE,0.09890782149914519
2004-05-31,IWM,0.06530502960525934
2004-05-31,EEM,0.05366015780499812
2004-05-31,XLI,0.04956422459210424
2004-05-31,XLB,0.049036018347384136
2004-05-31,XLP,0.0363633894364084
2004-05-31,SHY,0.032298569711809506
2004-05-31,XLV,0.025386150192905597
2004-05-31,HYG,0.025043958492748614
2004-05-31,SPY,0.022702431269011992
2004-05-31,XLU,0.01848977708542406
2004-05-31,QQQ,0.01439695729701958
2004-06-30,BIL,0.33539520542140966
2004-06-30,TIP,0.14114197451238644
2004-06-30,XLE,0.11271091824621314
2004-06-30,IWM,0.07427013706418371
2004-06-30,EEM,0.06710694222003522
2004-06-30,XLI,0.06505909031052647
2004-06-30,XLB,0.06271233284808977
2004-06-30,XLP,0.03094311512344251
2004-06-30,SHY,0.028892525951777562
2004-06-30,XLV,0.022156209945161102
2004-06-30,XLU,0.01833410083237047
2004-06-30,HYG,0.016788693612000444
2004-06-30,SPY,0.015276517993118136
2004-06-30,QQQ,0.009212235919285359
2004-07-31,BIL,0.5110872779771338
2004-07-31,TIP,0.13612904881104199
2004-07-31,XLE,0.12586884572807458
2004-07-31,XLI,0.06603537144488142
2004-07-31,XLB,0.0638369983738066
2004-07-31,SHY,0.027999021358955045
2004-07-31,XLU,0.01880004559920213
2004-07-31,IEF,0.01488699968808904
2004-07-31,HYG,0.013208417739399276
2004-07-31,SPY,0.011375021906931848
2004-07-31,TLT,0.0055244982683255815
2004-07-31,LQD,0.005248453104158821
2004-08-31,BIL,0.39488516731322154
2004-08-31,XLE,0.142920984195638
2004-08-31,TIP,0.14178737838012617
2004-08-31,XLI,0.07251139780776177
2004-08-31,XLB,0.06467960945001439
2004-08-31,XLP,0.038013093648059826
2004-08-31,SHY,0.030060907055353074
2004-08-31,HYG,0.025394189297757743
2004-08-31,XLU,0.0253195838137462
2004-08-31,IEF,0.02294760589038756
2004-08-31,SPY,0.02152882347861602
2004-08-31,TLT,0.010227420972776286
2004-08-31,LQD,0.00972383869654152
2004-09-30,BIL,0.303244094420832
2004-09-30,TIP,0.129531177225233
2004-09-30,XLE,0.11902559518986684
2004-09-30,IWM,0.06522994285511428
2004-09-30,XLI,0.06081029263962831
2004-09-30,EEM,0.05999873218330007
2004-09-30,XLB,0.05686502696384466
2004-09-30,HYG,0.04451000484500999
2004-09-30,IEF,0.038798616478468086
2004-09-30,SPY,0.034755910097899655
2004-09-30,SHY,0.030181843866570083
2004-09-30,XLU,0.023234317764330374
2004-09-30,TLT,0.017078837286059093
2004-09-30,LQD,0.016735608183843523
2004-10-31,BIL,0.26014607575603
2004-10-31,GLD,0.12022887546762673
2004-10-31,TIP,0.09837772819570895
2004-10-31,XLE,0.09420799195889729
2004-10-31,IWM,0.06601887545198007
2004-10-31,HYG,0.05155484196283254
2004-10-31,XLI,0.051137079952391355
2004-10-31,EEM,0.049329731526043266
2004-10-31,XLB,0.04884180238844233
2004-10-31,SPY,0.040270943368535025
2004-10-31,IEF,0.027758552560354685
2004-10-31,SHY,0.024024253344987482
2004-10-31,QQQ,0.022546016076799735
2004-10-31,LQD,0.019531840771014882
2004-10-31,XLU,0.014613854045243995
2004-10-31,TLT,0.01141153717311155
2004-11-30,BIL,0.21728312289986185
2004-11-30,GLD,0.12296202758424732
2004-11-30,TIP,0.11238095905965424
2004-11-30,XLE,0.10279816824960844
2004-11-30,IWM,0.0699298942225929
2004-11-30,XLI,0.05906178763220295
2004-11-30,EEM,0.05595154199651296
2004-11-30,XLB,0.05249853421153526
2004-11-30,HYG,0.051014631950517426
2004-11-30,SPY,0.03679249496666867
2004-11-30,IEF,0.0310313088730422
2004-11-30,LQD,0.02163863816130122
2004-11-30,SHY,0.021247989157217748
2004-11-30,QQQ,0.019991440744669808
2004-11-30,XLU,0.014339936249047598
2004-11-30,TLT,0.011077524041319398
2004-12-31,BIL,0.18766901026664815
2004-12-31,TIP,0.1380640493011965
2004-12-31,GLD,0.12859608344229637
2004-12-31,XLE,0.11065578386479118
2004-12-31,IWM,0.06655640747403492
2004-12-31,XLI,0.061678845442976415
2004-12-31,EEM,0.06137193005028255
2004-12-31,XLB,0.05753452216869019
2004-12-31,HYG,0.029885348069909633
2004-12-31,SPY,0.02384557577010729
2004-12-31,XLP,0.02313851353879885
2004-12-31,SHY,0.022123333940703222
2004-12-31,IEF,0.019013962994306022
2004-12-31,XLU,0.017459802169821265
2004-12-31,XLV,0.01745284855108422
2004-12-31,QQQ,0.01423451923366007
2004-12-31,LQD,0.013787354032186259
2004-12-31,TLT,0.006932109688506879
2005-01-31,BIL,0.22996011634270522
2005-01-31,TIP,0.1397651809548847
2005-01-31,GLD,0.11018606013536325
2005-01-31,XLE,0.1034145162959951
