as_of,return_date,strategy_return,gross_strategy_return,static_blend_return,spy_return,sixty_forty_return,gsmif_policy_return,cash_return,turnover,vol_scale,modal_season,confidence,p_spring,p_summer,p_fall,p_winter,liquidity_z,credit_stress,n_assets,decision_before_return
1999-12-31,2000-01-31,-0.026965322377547302,-0.026465322377547302,-0.01827344135081929,-0.05106950357149732,-0.031055493110819635,,0.004319429053334683,0.5,1.0,SUMMER,0.19225361055026247,0.09916747363840366,0.5026563577855627,0.3325653990468895,0.0656107695291442,-0.4408391208862677,False,8,True
2000-01-31,2000-02-29,0.003810531770416245,0.004031093798490114,-0.019482354331935986,-0.015342752317144773,-0.00441023025257717,,0.004501215692186547,0.22056202807386877,1.0,SUMMER,0.1211569516348111,0.14029078998683295,0.4580042507798271,0.3075114556397628,0.09419350359357716,-0.36670263455074137,False,6,True
2000-02-29,2000-03-31,0.007012990116224343,0.007071021315254897,0.044997782079412706,0.09250107230744319,0.06182750956339861,,0.004611674586096828,0.05803119903055386,1.0,SUMMER,0.13249124449166638,0.12645692438455272,0.45610996110080243,0.3268215313419968,0.09061158317264803,-0.2739878451315479,False,7,True
2000-03-31,2000-04-30,-0.006030152478941968,-0.00571183711638471,-0.009231996850979947,-0.035752271005064444,-0.02328111865404787,,0.004588017145673359,0.31831536255725806,1.0,SUMMER,0.19012734280464016,0.12526154958539829,0.5386286287561345,0.27269325297690344,0.06341656868156384,-0.411765493783383,True,11,True
2000-04-30,2000-05-31,0.01038163360985247,0.010443836423597232,0.005084605666508096,-0.015847422333553435,-0.010136015862176771,,0.004690484250882736,0.06220281374476116,1.0,SUMMER,0.28162803733102393,0.07428720157579746,0.582729883498739,0.3042027347491261,0.038780180176337366,-0.4971576968786285,True,12,True
2000-05-31,2000-06-30,0.0006214380690667363,0.0007522708406791448,0.00549492443090606,0.019489978052200537,0.020201402754782688,,0.004611674586096828,0.13083277161240853,1.0,SUMMER,0.1406640658294469,0.12552298885741964,0.46821179037234617,0.32037565094234854,0.08588956982788565,-0.46484457857249134,True,10,True
2000-06-30,2000-07-31,-0.002504858714431064,-0.0024276377766865257,-0.006233263529564798,-0.015826370816048523,-0.005889772506310968,,0.004824289867981499,0.07722093774453814,1.0,SUMMER,0.0492174085341911,0.16256718306270354,0.34900344485836826,0.3332160294626137,0.1552133426163145,-0.40491252227624347,True,11,True
2000-07-31,2000-08-31,0.025506027681788328,0.025632098100958196,0.035799819128898756,0.06329460364138295,0.04385096539053413,,0.004926467040257305,0.1260704191698667,1.0,FALL,0.013512304823933952,0.18846935039853613,0.22653085099598852,0.31932635638554335,0.265673442219932,-0.3024379316217113,False,10,True
2000-08-31,2000-09-30,0.0031322514298787584,0.003248512575564883,-0.01236890673725051,-0.05642453434321923,-0.030312530559018402,,0.004855742343664659,0.11626114568612438,1.0,FALL,0.08585881256969641,0.11014912147688559,0.2634305948139899,0.4417217015405541,0.1846985821685704,-0.12360464216352197,False,12,True
2000-09-30,2000-10-31,0.010696791246021992,0.010913038132547419,0.002442360831757971,-0.004688729171485556,-0.00053499866084107,,0.004942175491450606,0.2162468865254274,1.0,FALL,0.14135112274965544,0.0798880542666848,0.18539641898828577,0.5134624954197855,0.22125303132524382,0.07256382451978317,True,9,True
2000-10-31,2000-11-30,-0.0015849165469827725,-0.0014656554360215493,-0.02773593765005957,-0.07758715985680047,-0.03920447187785104,,0.004989283086449099,0.11926111096122309,1.0,FALL,0.06960851219592534,0.12036732718274479,0.20517853833232635,0.42508146514736034,0.24937266933756852,0.06717382740341356,True,10,True
2000-11-30,2000-12-31,0.011212405958254786,0.011371182210303428,0.029931814748972333,-0.00523997321158036,0.004023088631202295,,0.004674728279322608,0.1587762520486413,1.0,FALL,0.08699906035370386,0.11452668946583582,0.15710899595771263,0.4212722859888775,0.30709202858757406,-0.011489043765211744,True,7,True
2000-12-31,2001-01-31,-0.0055538946207573684,-0.0054611576577601375,0.01363571685593744,0.04349968199078189,0.033168676304244915,,0.0041848096800514815,0.09273696299723053,1.0,WINTER,0.15111573406090417,0.09886828680974431,0.09010565372152295,0.3867095805282716,0.42431647894046115,-0.02561875836455225,True,9,True
2001-01-31,2001-02-28,0.004299984966683197,0.004405775985534942,-0.021331206674304066,-0.10024877718584961,-0.05505521153982742,,0.003970554455612752,0.10579101885174512,1.0,FALL,0.20219455559327937,0.06899408542268476,0.07605988641680117,0.44829587890459005,0.4066501492559241,0.3466394248970299,True,11,True
2001-02-28,2001-03-31,-0.006910603419503424,-0.006805004227612227,-0.03348238176723974,-0.05766831973409351,-0.0319364495146534,,0.0036042534995261518,0.10559919189119715,1.0,FALL,0.21513777847571136,0.06145965799270245,0.07616005970891965,0.47724944425507493,0.385130838043303,0.7434362424219507,True,9,True
2001-03-31,2001-04-30,0.002009725023425296,0.002168833789332078,0.04290928743641144,0.08198554652408668,0.048235272752305124,,0.0031641609376356827,0.1591087659067818,1.0,WINTER,0.19299705066579342,0.07732325436278721,0.07445161193717244,0.41608818396045855,0.43213694973958183,0.9538220111687581,True,7,True
2001-04-30,2001-05-31,0.004977993275875791,0.005155624023538835,0.007074247807672784,-0.005621513289528452,-0.0003870740989215243,,0.0029633479498795035,0.17763074766304407,1.0,WINTER,0.241126006090849,0.10456078372908237,0.048413559229960344,0.26806800423668303,0.5789576528042744,1.0723073580461884,True,9,True
2001-05-31,2001-06-30,-0.00578620816584612,-0.005682505684701596,-0.016505679645853814,-0.024117971322062587,-0.012253995245579824,,0.002858733640999137,0.10370248114452424,1.0,WINTER,0.35597511450748376,0.10354700986712984,0.026572725904261157,0.17764476459961687,0.6922354996289921,1.2083647334628294,False,11,True
2001-06-30,2001-07-31,0.006997585470433864,0.007195916190979292,-0.0005205339266114533,-0.01024810896798283,0.0028187721605222146,,0.002874836700630672,0.19833072054542772,1.0,WINTER,0.23078473307537162,0.08720440618050365,0.05249144457769858,0.32326377143480384,0.537040377806994,1.3289904595586315,False,8,True
2001-07-31,2001-08-31,0.0019772927126857805,0.0020682642750197177,-0.011477095002431444,-0.06116562212781028,-0.031659873332788184,,0.0027539878371835255,0.09097156233393741,1.0,WINTER,0.19141998055023968,0.07743725220944774,0.0755515941423695,0.4182856753317008,0.42872547831648206,1.3902055546506151,True,9,True
2001-08-31,2001-09-30,0.005067066941834959,0.005172308477699331,-0.04687469089009263,-0.0851555432908726,-0.046446691780374465,,0.0021714611932742343,0.10524153586437182,1.0,WINTER,0.18435385580479535,0.12908861197370894,0.0652749027828485,0.27056437685050283,0.5350721083929397,1.234481261604934,True,7,True
2001-09-30,2001-10-31,0.0138774928757019,0.013959554805460067,0.02700081204957271,0.012938031897773157,0.015168237730539436,,0.0017808354780158469,0.08206192975816788,1.0,WINTER,0.3852782271344203,0.0979861373721701,0.0227382687298097,0.1656102969330601,0.7136652969649601,1.0474758891125422,True,5,True
2001-10-31,2001-11-30,-0.012907662835926266,-0.012876129158000986,0.02184992747224942,0.07508625300812075,0.04060329858840824,,0.0015439420511570983,0.03153367792528102,1.0,WINTER,0.5628407948383749,0.049134578366385934,0.007419635134644256,0.12377545494487918,0.8196703315540906,1.123056865951698,True,5,True
2001-11-30,2001-12-31,-0.007160310627912842,-0.007038439916020181,0.004041995006585439,0.005623195338813801,0.0007111730125019145,,0.001396565317912747,0.12187071189266105,1.0,WINTER,0.6290770546275716,0.04591679245787377,0.004810114555939254,0.0900136158684182,0.8592594771177688,0.9924085700245163,True,8,True
2001-12-31,2002-01-31,0.003479348962077093,0.0035457726276968923,-0.000534342669878715,-0.009846987148865192,-0.0027210275214085903,,0.0013637795071886347,0.06642366561979901,1.0,WINTER,0.5834459076106431,0.07981751749184395,0.007073146309514329,0.07432968801206859,0.8387796481865731,0.8668963738819738,False,10,True
2002-01-31,2002-02-28,0.003668911097976148,0.0037183645909294803,0.003659823519664732,-0.018098261429326017,-0.00735985975411847,,0.0014211462138189594,0.04945349295333216,1.0,WINTER,0.5222193380366292,0.14882553249529318,0.009416095944715038,0.050088448071557025,0.7916699234884348,0.7934285194184046,False,10,True
2002-02-28,2002-03-31,-0.00020525582119163056,-4.718784514249995e-05,0.018321888773518032,0.03272872551620539,0.014030633476178951,,0.0014784734563461958,0.15806797604913062,1.0,WINTER,0.43491452512713236,0.20808854660891768,0.015506313571374525,0.053843731232299644,0.7225614085874082,0.7180087251925589,False,12,True
2002-03-31,2002-04-30,-0.0035725673514792004,-0.003242131457498204,-0.003413788799408792,-0.059915424164819715,-0.028485367756409963,,0.0014129533874511274,0.33043589398099643,1.0,WINTER,0.22557364880831843,0.27403692437544963,0.05268655580037628,0.10857077340052189,0.5647057464236522,0.5803220615106021,False,13,True
2002-04-30,2002-05-31,0.008444912058645,0.008757280823996957,0.004029840272500778,-0.005951275712789126,-0.0003085184643746754,,0.001429338234797213,0.3123687653519578,1.0,WINTER,0.04778347550474338,0.18860661779967744,0.14392754720993045,0.288892783313918,0.3785730516764741,0.3863459167092824,False,12,True
2002-05-31,2002-06-30,-0.014279979370638109,-0.014147599747149875,-0.030958547026364656,-0.076673252989581,-0.04409211946902524,,0.0014047597555352236,0.13237962348823362,1.0,FALL,0.13076823063390197,0.08542144562438965,0.2525731054969382,0.4946966497668784,0.1673087991117938,0.2723427943453331,False,12,True
2002-06-30,2002-07-31,-0.0018565749696189738,-0.0016802298384964163,-0.033898778680405604,-0.0820991166683822,-0.04639797213402604,,0.0013883700744256335,0.17634513112255756,1.0,FALL,0.18113123631696326,0.06510149953809206,0.21585808659301395,0.5524306540242457,0.1666097598446482,0.33348402656579706,True,9,True
2002-07-31,2002-08-31,0.015458952759861514,0.015551156214166395,0.01310746235531192,0.006777606443604687,0.010668411024720669,,0.0013391816814578808,0.0922034543048808,1.0,FALL,0.11728655020309908,0.09073872421736726,0.20332871176087722,0.4881069485137265,0.21782561550802906,0.2192903008286586,True,6,True
2002-08-31,2002-09-30,0.010247571391936173,0.010401019229271837,-0.03320114366203886,-0.11076610757006856,-0.058448124031867145,,0.0013473817634656235,0.15344783733566428,1.0,FALL,0.11609511943616335,0.09132233158422344,0.2047956554062145,0.4868058831819417,0.21707612982762034,0.14812890009895316,True,6,True
2002-09-30,2002-10-31,-0.007225984998189282,-0.007178907483385101,0.020862424871233916,0.07907328483918918,0.04588111656650162,,0.001306373282083926,0.04707751480418047,1.0,FALL,0.2128458596267926,0.055429594953470634,0.20388107818836856,0.5823614459550498,0.15832788090311103,0.08420182265584919,True,5,True
2002-10-31,2002-11-30,-0.0023440978528993985,-0.0023151699148498818,0.025832330766623023,0.05985359406915181,0.03574529101459051,,0.0010187474685470876,0.028927938049516936,1.0,FALL,0.17866036768847238,0.06586404488043032,0.17229267333936982,0.551149749898748,0.21069353188145187,0.1385299317019322,True,5,True
2002-11-30,2002-12-31,0.006673091628669062,0.006750626686103989,-0.00977129312714434,-0.058232395605628345,-0.025184026955609555,,0.0009858126461317674,0.07753505743492695,1.0,FALL,0.18794772061352782,0.06290040086579145,0.2157217307441342,0.5585230483681985,0.16285482002187573,0.4639657517551076,True,8,True
2002-12-31,2003-01-31,0.0010028325194504756,0.0011234200325321874,-0.009671452286778027,-0.024902784029727745,-0.01462220138776138,,0.000969340352475715,0.12058751308171178,1.0,FALL,0.26444854172339405,0.042815007917179786,0.16180614748970246,0.6289534744465358,0.16642537014658196,0.680045945512522,False,6,True
2003-01-31,2003-02-28,0.009113223698945055,0.009152908573824633,0.005696392725118994,-0.013570820615347786,-0.002548761548439433,,0.0009693403524759369,0.039684874879579154,1.0,FALL,0.3768618471021906,0.02374264937523911,0.17152350011086243,0.7068852797123447,0.0978485708015537,0.6960368203068736,False,6,True
2003-02-28,2003-03-31,-0.007815262271328002,-0.007666446828734219,-0.0039491446970974856,0.002137786617451149,0.0007988885230666344,,0.0009363859938320451,0.1488154425937834,1.0,FALL,0.35027178542667403,0.027677042965817997,0.15456109501192306,0.6935659585623484,0.12419590345991058,0.5964745636698562,False,8,True
2003-03-31,2003-04-30,0.0032081998257855425,0.003367766271596069,0.02936518790382062,0.0812223917016971,0.05282580919779332,,0.0009363859938322669,0.1595664458105263,1.0,FALL,0.28321513715458424,0.03898308630580083,0.16101333473374219,0.6440677457017264,0.1559358332587305,0.7241019477377441,False,10,True
2003-04-30,2003-05-31,0.0405149800202515,0.040705749077584306,0.046108656634273895,0.0533853608751368,0.039405980892432295,,0.0008869300082068699,0.1907690573328054,1.0,FALL,0.1955957995561981,0.06061885459107438,0.15231681052366178,0.5630016423132028,0.22406269257206105,0.749065396130248,False,17,True
2003-05-31,2003-06-30,0.0019426471292670522,0.00216535066355225,0.0029488136687976134,0.010595467490799107,0.005855414581834982,,0.00076316148206385,0.22270353428519787,1.0,WINTER,0.15888595064171396,0.09115830842006516,0.0898445871459012,0.4065264066162257,0.41247069781780793,0.7514425409377382,False,18,True
2003-06-30,2003-07-31,-0.011550065485885413,-0.011359354699728926,-0.005396546522356766,0.017866381195994735,-0.0025390491810563594,,0.0007466451142893479,0.19071078615648773,1.0,WINTER,0.11889668182956659,0.24845041380115274,0.09080887433429241,0.17685918225267439,0.48388152961188047,0.7537670561902705,False,17,True
2003-07-31,2003-08-31,0.01649799862031955,0.0168552547036203,0.020460824889250582,0.020415874676667903,0.014715694867146545,,0.0007879298975629845,0.3572560833007528,1.0,WINTER,0.1386224171273971,0.3985314334567991,0.09989297960107607,0.10052453002335093,0.40105105691877396,0.6478424226534063,False,15,True
2003-08-31,2003-09-30,-0.001695212780949432,-0.0015011960840328774,0.008383879688479489,-0.010965945533097812,0.004274601768876828,,0.0007796745770020963,0.19401669691655452,0.9737898716656942,SPRING,0.053501057615480296,0.39368963909697696,0.1944089853036767,0.13616309433994409,0.27573828125940225,0.5230803385577428,False,17,True
2003-09-30,2003-10-31,0.030628207655250345,0.030830212347191858,0.0208305598320882,0.052143176191337307,0.02798166797303023,,0.00076316148206385,0.2020046919415129,1.0,SPRING,0.01844137534191337,0.33605528863963635,0.24680961638348298,0.176632615695481,0.24050247928139973,0.431428385374407,False,19,True
2003-10-31,2003-11-30,0.013170670088532207,0.013296860853355854,0.011125977986877332,0.01086260633184428,0.007859376830141939,,0.0007714184385562094,0.12619076482364724,1.0,SUMMER,0.013501742182737808,0.24617063877585155,0.3229570144795324,0.24450269799838564,0.1863696487462304,0.3002992357652396,False,18,True
2003-11-30,2003-12-31,0.03789960942859367,0.037936883599873746,0.03180345187305798,0.04908775343450333,0.033536172180556496,,0.0007466451142893479,0.037274171280080315,1.0,SUMMER,0.029345577152316227,0.26227421211783025,0.3572978038784987,0.21938706027555913,0.16104092372811193,0.1998198952591441,False,18,True
2003-12-31,2004-01-31,0.0075196049956019586,0.007598970338695514,0.006282078959004653,0.0195767640079277,0.013531622467057369,,0.0007301254723811149,0.0793653430935559,1.0,SUMMER,0.04723547315463261,0.33086019269061684,0.34767074505230144,0.16471671690897893,0.15675234534810278,-0.1047795616146796,False,19,True
2004-01-31,2004-02-29,0.014686541601146519,0.014815626652467334,0.01484764250712176,0.01347959501373414,0.012628826180796115,,0.0007714184385562094,0.12908505132081516,1.0,SPRING,0.03680374877703707,0.33488027445149887,0.3232266875144983,0.16791944251413168,0.17397359551987115,-0.27332129256803367,False,19,True
2004-02-29,2004-03-31,-0.00035199000252867177,-0.00024240904518249987,0.00017712979235333165,-0.013333889919874995,-0.005225959071890774,,0.0007796745770023183,0.1095809573461719,1.0,SUMMER,0.011104852266480503,0.2557580806079909,0.3148908000012991,0.2369210245747619,0.1924300948159481,-0.37851593130654043,False,18,True
